X,Y,ID,FSGName,TonsPerWeek,TYPE1,TYPE2,TYPE3,Address,Town,County,Zip,Phone,Website,Facebook,Active
446984.1272,167675.1701,1539,redacted,0.2625,Food Establishment,Restaurant,,,MIDDLEBURY,ADDISON,,,,,1
446268.7253,169447.6913,1540,redacted,,Food Establishment,Mobile Unit,Creamery,,WAITSFIELD,ADDISON,,,,,1
446268.7253,169447.6913,1541,redacted,,Food Manufacturer,Food Processor,,,MIDDLEBURY,ADDISON,,,,,1
445668.679,167652.5116,1542,redacted,0.05,Food Establishment,Caterer,,,MIDDLEBURY,ADDISON,,,,,1
445407.5246,168076.9042,1543,redacted,2.8875,Food Establishment,Restaurant,,,MIDDLEBURY,ADDISON,,,,,1
445685.8128,167785.7103,1544,redacted,1.4175,Food Establishment,Restaurant,,,MIDDLEBURY,ADDISON,,,,,1
448984.7639,193983.1985,1545,redacted,0.090965,Food Establishment,School,,,MONKTON,ADDISON,,,,,1
452420.6288,193035.0865,1546,redacted,0.05,Food Establishment,Caterer,,,MONKTON,ADDISON,,,,,1
450160.2938,195207.5897,1547,redacted,0.05,Food Establishment,Home-based Business,,,MONKTON,ADDISON,,,,,1
449643.789,189299.9803,1548,redacted,0.063,Food Establishment,Restaurant,,,MONKTON,ADDISON,,,,,1
450183.4915,195107.4056,1549,redacted,0.18,Food Establishment,Convenience Store,,,FERRISBURG,ADDISON,,,,,1
445959.4894,186473.482,1550,redacted,,Food Manufacturer,Dairy,Cheese,,MONKTON,ADDISON,,,,,1
449070.9518,192737.9866,1551,redacted,0.1875,Food Establishment,Caterer,,,MONKTON,ADDISON,,,,,1
449369.4318,197247.1501,1552,redacted,0.13,Food Establishment,Bakery,,,MONKTON,ADDISON,,,,,1
501231.4163,54475.60963,1553,redacted,,Food Manufacturer,Food Processor,,,MONKTON,ADDISON,,,,,1
448553.7656,193008.7091,1554,redacted,0.05,Food Establishment,Caterer,,,MONKTON,ADDISON,,,,,1
444817.7634,180015.8276,1555,redacted,0.13,Food Establishment,Bakery,,,NEW HAVEN,ADDISON,,,,,1
455259.8202,147324.9728,1556,redacted,0.13,Food Establishment,Bakery,,,BRANDON,,,,,,1
448105.4316,180733.5977,1557,redacted,0.05,Food Establishment,Caterer,,,NEW HAVEN,ADDISON,,,,,1
446080.7422,177838.5665,1558,redacted,0.84,Food Establishment,Lodging,,,NEW HAVEN,ADDISON,,,,,1
445908.8928,179340.0684,1560,redacted,0.063,Food Establishment,B&B,,,NEW HAVEN,ADDISON,,,,,1
447631.9888,180581.7799,1561,redacted,0.18,Food Establishment,Convenience Store,,,NEW HAVEN,ADDISON,,,,,1
447721.6168,180781.0802,1562,redacted,0.061585,Food Establishment,School,,,NEW HAVEN,ADDISON,,,,,1
445421.8678,180466.3808,1563,redacted,0.18,Food Establishment,Convenience Store,,,NEW HAVEN,ADDISON,,,,,1
445421.8678,180466.3808,1564,redacted,0.05,Food Establishment,Restaurant,,,NEW HAVEN,ADDISON,,,,,1
441822.4004,138662.0574,1566,redacted,0.18,Food Establishment,Grocery,,,ORWELL,ADDISON,,,,,1
435191.7701,145167.8157,1567,redacted,0.18,Food Establishment,Caterer,,,ORWELL,ADDISON,,,,,1
435691.4187,145240.7532,1568,redacted,0.057195,Food Establishment,School,,,ORWELL,ADDISON,,,,,1
435747.7452,145240.2096,1569,redacted,0.18,Food Establishment,Convenience Store,,,ORWELL,ADDISON,,,,,1
435908.0366,145171.996,1570,redacted,0.26,Food Establishment,Restaurant,,,ORWELL,ADDISON,,,,,1
435908.0366,145171.996,1571,redacted,0.2625,Food Establishment,Restaurant,,,ORWELL,ADDISON,,,,,1
479703.3818,203872.1149,1572,redacted,0.26,Food Establishment,Restaurant,,,ORWELL,ADDISON,,,,,1
438531.5143,139936.0257,1573,redacted,0.5775,Food Establishment,Camp,,,ORWELL,ADDISON,,,,,1
437249.7456,144936.9901,1574,redacted,0.042,Food Establishment,Restaurant,,,ORWELL,ADDISON,,,,,1
430947.6116,184102.6143,1575,redacted,0.0525,Food Establishment,B&B,,,PANTON,ADDISON,,,,,1
432281.4864,183888.7278,1576,redacted,0.05,Food Establishment,Caterer,,,PANTON,ADDISON,,,,,1
432717.9559,183539.7683,1577,redacted,0.18,Food Establishment,Grocery,,,PANTON,ADDISON,,,,,1
457876.7645,161663.4076,1578,redacted,0.63,Food Establishment,Camp,,,RIPTON,ADDISON,,,,,1
456783.7488,163914.919,1579,redacted,0.13,Food Establishment,Restaurant,Deli,,RIPTON,ADDISON,,,,,1
460493.2089,165647.316,1580,redacted,0.13,Food Establishment,Bakery,,,RIPTON,ADDISON,,,,,1
456791.9901,163948.199,1581,redacted,0.0226,Food Establishment,School,,,RIPTON,ADDISON,,,,,1
455145.7602,163759.1435,1582,redacted,0.525,Food Establishment,B&B,,,RIPTON,ADDISON,,,,,1
453927.2371,158156.3121,1583,redacted,1.12875,Food Establishment,Caterer,,,SALISBURY,ADDISON,,,,,1
447477.7392,160137.633,1584,redacted,0.08925,Nursing/Assisted Living,Residential Facility,,,SALISBURY,ADDISON,,,,,1
453058.9648,158029.065,1585,redacted,0.756,Food Establishment,Restaurant,,,SALISBURY,ADDISON,,,,,1
453058.9648,158029.065,1586,redacted,0.18,Food Establishment,Convenience Store,,,SALISBURY,ADDISON,,,,,1
450375.5354,157904.1503,1587,redacted,0.0565,Food Establishment,School,,,SALISBURY,ADDISON,,,,,1
454469.0899,156363.6666,1588,redacted,0.05,Food Establishment,Concession Stand,,,SALISBURY,ADDISON,,,,,1
451142.9875,161776.3085,1589,redacted,0.042,Nursing/Assisted Living,Residential Facility,,,SALISBURY,ADDISON,,,,,1
453264.4046,157549.8309,1590,redacted,1.0605,Food Establishment,Caterer,,,SALISBURY,ADDISON,,,,,1
446920.0912,157675.3377,1591,redacted,0.26,Food Establishment,Restaurant,,,SALISBURY,ADDISON,,,,,1
452911.6363,156507.869,1592,redacted,0.315,Food Establishment,Restaurant,,,SALISBURY,ADDISON,,,,,1
454469.0899,156363.6666,1593,redacted,0.05,Food Establishment,Caterer,,,SALISBURY,ADDISON,,,,,1
434418.9963,154931.416,1594,redacted,0.043505,Food Establishment,School,,,SHOREHAM,ADDISON,,,,,1
436135.8498,157981.5139,1596,redacted,0.13,Food Establishment,Home-based Business,,,SHOREHAM,ADDISON,,,,,1
437238.8483,153159.6366,1597,redacted,0.13,Food Establishment,Home-based Business,,,SHOREHAM,ADDISON,,,,,1
434324.736,151898.8477,1598,redacted,0.05,Food Establishment,Home-based Business,,,SHOREHAM,ADDISON,,,,,1
431613.7483,155637.5388,1599,redacted,0.05,Food Establishment,Caterer,,,SHOREHAM,ADDISON,,,,,1
431613.7483,155637.5388,1600,redacted,0.13,Food Establishment,Bakery,,,SHOREHAM,ADDISON,,,,,1
435110.6546,155813.5589,1601,redacted,0.252,Food Establishment,Restaurant,,,SHOREHAM,ADDISON,,,,,1
435110.6546,155813.5589,1602,redacted,0.1875,Food Establishment,Caterer,,,SHOREHAM,ADDISON,,,,,1
431365.8469,151084.2493,1603,redacted,0.13,Food Establishment,Bakery,,,SHOREHAM,ADDISON,,,,,1
434947.6252,159670.9415,1604,redacted,0.483,Food Establishment,Restaurant,,,SHOREHAM,ADDISON,,,,,1
429766.5463,151156.5125,1605,redacted,,Food Manufacturer,Sweets,,,SHOREHAM,ADDISON,,,,,1
434662.6687,155195.6954,1606,redacted,0.42,Food Establishment,B&B,,,SHOREHAM,ADDISON,,,,,1
460109.6427,185761.2603,1607,redacted,0.13,Food Establishment,Bakery,,,STARKSBORO,ADDISON,,,,,1
460567.2162,198014.6857,1608,redacted,,Food Manufacturer,Food Processor,,,STARKSBORO,ADDISON,,,,,1
455538.7811,192224.2761,1610,redacted,0.05,Food Establishment,Caterer,,,STARKSBORO,ADDISON,,,,,1
462360.5228,187781.4056,1611,redacted,0.05,Food Establishment,Caterer,,,STARKSBORO,ADDISON,,,,,1
454751.8697,193974.2126,1612,redacted,0.26,Food Establishment,Restaurant,,,STARKSBORO,ADDISON,,,,,1
455374.2759,193881.0536,1613,redacted,0.05,Food Establishment,Caterer,,,STARKSBORO,ADDISON,,,,,1
459837.9932,189729.7636,1614,redacted,0.13,Food Establishment,Home-based Business,,,STARKSBORO,ADDISON,,,,,1
454913.0627,190695.1168,1615,redacted,1.281,Food Establishment,Lodging,,,STARKSBORO,ADDISON,,,,,1
454674.462,196641.597,1616,redacted,0.01575,Nursing/Assisted Living,Residential Facility,,,STARKSBORO,ADDISON,,,,,1
458797.8813,185736.0139,1617,redacted,0.042,Food Establishment,Lodging,,,STARKSBORO,ADDISON,,,,,1
455439.1358,191669.3621,1618,redacted,0.10283,Food Establishment,School,,,STARKSBORO,ADDISON,,,,,1
455587.3397,191134.992,1619,redacted,0.05,Food Establishment,Caterer,,,STARKSBORO,ADDISON,,,,,1
439872.8755,185515.1283,1620,redacted,0.18,Food Establishment,Grocery,,,VERGENNES,ADDISON,,,,,1
439872.8755,185515.1283,1621,redacted,0.05,Food Establishment,Caterer,,,VERGENNES,ADDISON,,,,,1
439872.8755,185515.1283,1622,redacted,0.05,Food Establishment,Caterer,,,VERGENNES,ADDISON,,,,,1
440631.5883,186274.9698,1623,redacted,0.05,Food Establishment,Private Club,,,VERGENNES,ADDISON,,,,,1
438571.1073,185727.178,1624,redacted,0.028,Food Establishment,School,,,VERGENNES,ADDISON,,,,,1
439979.5718,184936.3242,1625,redacted,,Food Manufacturer,Sweets,,,VERGENNES,ADDISON,,,,,1
438804.1065,184980.4919,1626,redacted,0.13,Food Establishment,Bakery,,,PANTON,ADDISON,,,,,1
440829.8093,186084.2773,1627,redacted,0.26,Food Establishment,Mobile Unit,,,VERGENNES,ADDISON,,,,,1
440308.487,185922.3078,1628,redacted,0.1995,Food Establishment,Restaurant,,,VERGENNES,ADDISON,,,,,1
440316.4843,185922.2352,1629,redacted,0.72,Food Establishment,Bakery,,,VERGENNES,ADDISON,,,,,1
439880.7717,185503.944,1630,redacted,1.0395,Food Establishment,Restaurant,,,VERGENNES,ADDISON,,,,,1
439945.5657,185592.2489,1631,redacted,0.735,Food Establishment,Restaurant,,,VERGENNES,ADDISON,,,,,1
440385.2984,186454.9921,1632,redacted,0.05,Food Establishment,Caterer,,,VERGENNES,ADDISON,,,,,1
440267.2673,186667.1937,1633,redacted,0.6825,Food Establishment,Restaurant,,,VERGENNES,ADDISON,,,,,1
440792.0156,184551.1505,1635,redacted,0.04725,Nursing/Assisted Living,Residential Facility,,,VERGENNES,ADDISON,,,,,1
439688.2136,185439.0344,1636,redacted,0.1875,Food Establishment,Caterer,,,VERGENNES,ADDISON,,,,,1
439816.9928,185526.7516,1637,redacted,0.18,Food Establishment,Grocery,"Beer, wine, liquor store",,VERGENNES,ADDISON,,,,,1
440330.6331,186599.9455,1638,redacted,0.25725,Food Establishment,Bar,Bars/Pubs,,VERGENNES,ADDISON,,,,,1
444803.511,185949.7109,1639,redacted,0.05,Food Establishment,Caterer,,,VERGENNES,ADDISON,,,,,1
439760.6014,185482.8194,1640,redacted,0.2625,Food Establishment,Bakery,,,VERGENNES,ADDISON,,,,,1
440354.2192,186555.283,1641,redacted,0.378,Food Establishment,Restaurant,,,VERGENNES,ADDISON,,,,,1
439841.4943,185582.088,1642,redacted,0.13,Food Establishment,Restaurant,Bars/Pubs,,VERGENNES,ADDISON,,,,,1
432717.9559,183539.7683,1643,redacted,0.18,Food Establishment,Grocery,,,VERGENNES,ADDISON,,,,,1
441186.5462,184836.5248,1644,redacted,0.05,Food Establishment,Caterer,,,VERGENNES,ADDISON,,,,,1
439826.3123,185671.1238,1645,redacted,0.0945,Nursing/Assisted Living,Residential Facility,,,VERGENNES,ADDISON,,,,,1
439865.3858,185570.7574,1646,redacted,0.13,Food Establishment,Restaurant,Bars/Pubs,,VERGENNES,ADDISON,,,,,1
439944.754,185503.3594,1647,redacted,0.49875,Food Establishment,Bar,Bars/Pubs,,VERGENNES,ADDISON,,,,,1
440176.1843,185445.6896,1648,redacted,0.184755,Food Establishment,School,,,VERGENNES,ADDISON,,,,,1
431101.9283,188901.5656,1649,redacted,0.26,Food Establishment,Restaurant,,,VERGENNES,ADDISON,,,,,1
435733.3734,176875.6727,1650,redacted,0.05,Food Establishment,Caterer,,,ADDISON,ADDISON,,,,,1
440571.4931,185819.9166,1651,redacted,0.09555,Food Establishment,School,,,VERGENNES,ADDISON,,,,,1
427358.3644,174206.7456,1652,redacted,0.055,Food Establishment,Caterer,,,ADDISON,ADDISON,,,,,1
427324.7272,174062.6554,1653,redacted,0.189,Food Establishment,Restaurant,,,ADDISON,ADDISON,,,,,1
440204.9267,185967.6971,1654,redacted,0.1875,Food Establishment,Caterer,,,VERGENNES,ADDISON,,,,,1
440180.5307,185923.4706,1655,redacted,0.18,Food Establishment,Grocery,,,VERGENNES,ADDISON,,,,,1
440734.1314,185229.5082,1656,redacted,3.255,Food Establishment,Restaurant,,,VERGENNES,ADDISON,,,,,1
439833.5983,185593.2723,1657,redacted,,Food Manufacturer,Sweets,,,VERGENNES,ADDISON,,,,,1
437889.929,183044.4347,1658,redacted,0.72,Food Establishment,Grocery,,,VERGENNES,ADDISON,,,,,1
426450.0755,171072.0092,1659,redacted,0.42,Food Establishment,Restaurant,,,ADDISON,ADDISON,,,,,1
426450.0755,171072.0092,1660,redacted,0.05,Food Establishment,Caterer,,,VERGENNES,ADDISON,,,,,1
440051.6627,185824.6352,1661,redacted,0.126,Food Establishment,Lodging,,,VERGENNES,ADDISON,,,,,1
439998.1029,185213.9577,1662,redacted,0.05,Food Establishment,Church,,,VERGENNES,ADDISON,,,,,1
439114.8111,184844.263,1663,redacted,0.315,Food Establishment,Restaurant,,,VERGENNES,ADDISON,,,,,1
438668.1331,184981.7584,1664,redacted,0.05,Food Establishment,Caterer,,,VERGENNES,ADDISON,,,,,1
440243.7832,186722.9677,1665,redacted,0.72,Food Establishment,Grocery,,,VERGENNES,ADDISON,,,,,1
442911.2408,171531.5122,1666,redacted,0.02373,Food Establishment,School,,,MIDDLEBURY,ADDISON,,,,,1
445586.8963,169408.8227,1667,redacted,0.063,Food Establishment,Lodging,,,WEYBRIDGE,ADDISON,,,,,1
441343.4934,172800.8849,1668,redacted,0.055,Food Establishment,Caterer,,,WEYBRIDGE,ADDISON,,,,,1
443654.6378,151468.7483,1669,redacted,0.18,Food Establishment,Grocery,,,WHITING,ADDISON,,,,,1
443603.3874,151113.6185,1670,redacted,0.02712,School,School,,,WHITING,ADDISON,,,,,1
447616.2351,62719.09937,1671,redacted,0.18,Food Establishment,Grocery,,,ARLINGTON,BENNINGTON,,,,,1
447599.8589,62708.1152,1672,redacted,0.05,Food Establishment,Convenience Store,,,ARLINGTON,BENNINGTON,,,,,1
445565.1502,63957.2015,1673,redacted,0.504,Food Establishment,Lodging,,,ARLINGTON,BENNINGTON,,,,,1
445415.8519,60558.80853,1674,redacted,,Food Manufacturer,Home-based Business,,,ARLINGTON,BENNINGTON,,,,,1
443565.2202,65384.37906,1676,redacted,0.063,Food Establishment,B&B,,,ARLINGTON,BENNINGTON,,,,,1
447537.4295,65186.06262,1679,redacted,0.3465,Food Establishment,Restaurant,,,ARLINGTON,BENNINGTON,,,,,1
447537.4295,65186.06262,1680,redacted,0.13,Food Establishment,Bakery,,,ARLINGTON,BENNINGTON,,,,,1
446477.3395,62916.78847,1681,redacted,0.21,Food Establishment,Restaurant,,,ARLINGTON,BENNINGTON,,,,,1
442575.292,66770.2591,1682,redacted,0.18,Food Establishment,Convenience Store,,,ARLINGTON,BENNINGTON,,,,,1
446504.906,63316.52318,1683,redacted,0.252,Food Establishment,B&B,,,ARLINGTON,BENNINGTON,,,,,1
441357.9005,67213.89704,1685,redacted,0.189,Food Establishment,B&B,,,ARLINGTON,BENNINGTON,,,,,1
446622.5785,63782.21218,1686,redacted,0.18,Food Establishment,Grocery,,,ARLINGTON,BENNINGTON,,,,,1
446712.772,63859.27638,1687,redacted,0.18,Food Establishment,Convenience Store,,,ARLINGTON,BENNINGTON,,,,,1
446779.3966,64047.62274,1688,redacted,0.567,Food Establishment,Lodging,,,ARLINGTON,BENNINGTON,,,,,1
446730.966,64103.54893,1689,redacted,0.063,Food Establishment,B&B,,,ARLINGTON,BENNINGTON,,,,,1
446813.0968,64191.78701,1690,redacted,0.063,Food Establishment,B&B,,,ARLINGTON,BENNINGTON,,,,,1
446755.7513,63103.47919,1691,redacted,0.110175,Food Establishment,School,,,ARLINGTON,BENNINGTON,,,,,1
447769.7556,65750.87891,1692,redacted,0.18,Food Establishment,Grocery,Specialty foods,,ARLINGTON,BENNINGTON,,,,,1
446950.7159,63035.30465,1693,redacted,0.073,Food Establishment,School,,,ARLINGTON,BENNINGTON,,,,,1
447853.72,66083.52971,1694,redacted,0.672,Food Establishment,Restaurant,,,ARLINGTON,BENNINGTON,,,,,1
539624.4914,225529.2487,1696,redacted,1.05,Food Establishment,Restaurant,,,LYNDON,CALEDONIA,,,,,1
529870.1749,227466.1273,1697,redacted,0.13,Food Establishment,Home-based Business,,,LYNDON,CALEDONIA,,,,,1
539437.7557,226172.6245,1698,redacted,0.1,Food Establishment,Senior meals,,,LYNDONVILLE,CALEDONIA,,,,,1
539591.0027,225806.8516,1699,redacted,0.05,Food Establishment,Caterer,,,LYNDONVILLE,CALEDONIA,,,,,1
540802.4066,231615.0041,1700,redacted,0.05,Food Establishment,Caterer,,,LYNDONVILLE,CALEDONIA,,,,,1
543533.9245,243467.6738,1701,redacted,0.031155,Food Establishment,School,,,NEWARK,CALEDONIA,,,,,1
542866.7462,243663.2387,1702,redacted,0.26,Food Establishment,Restaurant,,,NEWARK,CALEDONIA,,,,,1
545328.1575,244213.4591,1703,redacted,,Food Manufacturer,Food Processor,,,NEWARK,CALEDONIA,,,,,1
526264.7581,203204.4423,1704,redacted,0.18,Food Establishment,Grocery,,,PEACHAM,CALEDONIA,,,,,1
526600.9226,202916.898,1705,redacted,0.02825,Food Establishment,School,,,PEACHAM,CALEDONIA,,,,,1
535101.879,186878.4398,1706,redacted,0.26,Food Establishment,Restaurant,,,RYEGATE,CALEDONIA,,,,,1
528838.2806,187492.4382,1707,redacted,0.18,Food Establishment,Grocery,,,RYEGATE,CALEDONIA,,,,,1
526752.2334,239709.2782,1710,redacted,0.06045,Food Establishment,School,,,SHEFFIELD,CALEDONIA,,,,,1
538536.8888,213199.3297,1711,redacted,0.26,Food Establishment,Restaurant,,,ST JOHNSBURY,CALEDONIA,,,,,1
538834.6148,214023.3884,1712,redacted,0.05,Food Establishment,Vending,,,ST JOHNSBURY,CALEDONIA,,,,,1
538283.0253,213031.1535,1713,redacted,0.16835,Food Establishment,Restaurant,,,ST JOHNSBURY,CALEDONIA,,,,,1
538501.9818,216410.5112,1714,redacted,0.26,Food Establishment,Restaurant,,,ST JOHNSBURY,CALEDONIA,,,,,1
538517.5073,216477.2756,1715,redacted,0.26,Food Establishment,Restaurant,,,ST JOHNSBURY,CALEDONIA,,,,,1
538517.5073,216477.2756,1716,redacted,0.26,Food Establishment,Restaurant,,,ST JOHNSBURY,CALEDONIA,,,,,1
538608.0949,215966.6556,1717,redacted,2.1,Food Establishment,Restaurant,,,ST JOHNSBURY,CALEDONIA,,,,,1
540230.9188,213576.2621,1718,redacted,,Food Manufacturer,Food Processor,,,ST JOHNSBURY,CALEDONIA,,,,,1
538556.8458,216555.293,1719,redacted,0.525,Food Establishment,Restaurant,,,ST JOHNSBURY,CALEDONIA,,,,,1
538369.5178,213220.5665,1720,redacted,0.525,Food Establishment,Restaurant,,,ST JOHNSBURY,CALEDONIA,,,,,1
540413.8007,213621.8417,1721,redacted,0.1,Food Establishment,Senior meals,,,ST JOHNSBURY,CALEDONIA,,,,,1
538083.4705,213107.769,1722,redacted,1.386,Food Establishment,Restaurant,,,ST JOHNSBURY,CALEDONIA,,,,,1
538122.3155,213274.6765,1723,redacted,0.525,Food Establishment,Restaurant,,,ST JOHNSBURY,CALEDONIA,,,,,1
538162.069,213286.0211,1724,redacted,0.05,Food Establishment,Caterer,,,ST JOHNSBURY,CALEDONIA,,,,,1
535902.9416,225785.4132,1725,redacted,0.18,Food Establishment,Grocery,,,ST JOHNSBURY,CALEDONIA,,,,,1
538169.8376,213319.4027,1726,redacted,0.42,Food Establishment,Restaurant,,,ST JOHNSBURY,CALEDONIA,,,,,1
538418.2559,214409.8428,1727,redacted,0.26,Food Establishment,Restaurant,,,ST JOHNSBURY,CALEDONIA,,,,,1
538418.2559,214409.8428,1728,redacted,0.735,Food Establishment,Restaurant,,,SAINT JOHNSBURY,CALEDONIA,,,,,1
538418.2559,214409.8428,1729,redacted,0.462,Food Establishment,Restaurant,,,ST JOHNSBURY,CALEDONIA,,,,,1
537929.5379,210817.7983,1730,redacted,1.16025,Correctional Facility,,,,ST JOHNSBURY,CALEDONIA,,,,,1
538869.4631,216190.452,1731,redacted,0.5775,Nursing/Assisted Living,Residential Facility,,,ST JOHNSBURY,CALEDONIA,,,,,1
539052.0805,216269.3291,1732,redacted,0.39375,Hospital,,,,ST JOHNSBURY,CALEDONIA,,,,,1
537556.3772,221638.8,1733,redacted,0.05,Food Establishment,Caterer,,,ST JOHNSBURY,CALEDONIA,,,,,1
537549.5787,221438.7417,1735,redacted,0.05,Food Establishment,Home-based Business,,,LYNDON,CALEDONIA,,,,,1
538453.4487,213843.3356,1737,redacted,0.063,Food Establishment,B&B,,,ST JOHNSBURY,CALEDONIA,,,,,1
538491.0738,212865.6979,1738,redacted,0.2625,Food Establishment,Restaurant,,,ST JOHNSBURY,CALEDONIA,,,,,1
538491.0738,212865.6979,1739,redacted,0.18,Food Establishment,Grocery,,,ST JOHNSBURY,CALEDONIA,,,,,1
534674.7356,205621.5531,1740,redacted,0.05,Food Establishment,Caterer,,,ST JOHNSBURY,CALEDONIA,,,,,1
538590.256,217633.3657,1741,redacted,0.21,Food Establishment,Restaurant,,,ST JOHNSBURY,CALEDONIA,,,,,1
538707.9141,217922.9794,1742,redacted,0.26,Food Establishment,Restaurant,,,ST JOHNSBURY,CALEDONIA,,,,,1
538707.9141,217922.9794,1743,redacted,0.126,Food Establishment,Restaurant,,,ST JOHNSBURY,CALEDONIA,,,,,1
538323.7534,214231.4935,1744,redacted,0.26,Food Establishment,Restaurant,,,ST JOHNSBURY,CALEDONIA,,,,,1
538371.5287,214231.7746,1745,redacted,0.252,Food Establishment,Bar,Bars/Pubs,,ST JOHNSBURY,CALEDONIA,,,,,1
539323.899,213437.3825,1746,redacted,0.05,Food Establishment,Caterer,,,ST JOHNSBURY,CALEDONIA,,,,,1
538713.0304,218400.8315,1747,redacted,0.05,Food Establishment,Caterer,,,ST JOHNSBURY,CALEDONIA,,,,,1
538608.7605,213166.4188,1748,redacted,0.26,Food Establishment,Restaurant,,,ST JOHNSBURY,CALEDONIA,,,,,1
537868.8963,213028.7349,1750,redacted,0.30597,Food Establishment,School,,,ST JOHNSBURY,CALEDONIA,,,,,1
537868.8963,213028.7349,1751,redacted,0.30597,School,School,,,ST JOHNSBURY,CALEDONIA,,,,,1
538444.5988,212643.1831,1752,redacted,0.231,Food Establishment,Restaurant,,,ST JOHNSBURY,CALEDONIA,,,,,1
538981.4007,213446.4375,1753,redacted,0.26,Food Establishment,Restaurant,,,ST JOHNSBURY,CALEDONIA,,,,,1
538981.4007,213446.4375,1754,redacted,1.05,Food Establishment,Restaurant,,,ST JOHNSBURY,CALEDONIA,,,,,1
538513.9163,213043.6254,1755,redacted,0.966,Food Establishment,Restaurant,,,ST JOHNSBURY,CALEDONIA,,,,,1
539013.2548,213446.6281,1756,redacted,0.18,Food Establishment,Grocery,,,ST JOHNSBURY,CALEDONIA,,,,,1
539012.9888,213491.0747,1757,redacted,0.26,Food Establishment,Restaurant,,,ST JOHNSBURY,CALEDONIA,,,,,1
539012.9888,213491.0747,1758,redacted,0.714,Food Establishment,Restaurant,,,ST JOHNSBURY,CALEDONIA,,,,,1
538481.4044,213154.5538,1759,redacted,0.39375,Food Establishment,Restaurant,Bars/Pubs,,ST JOHNSBURY,CALEDONIA,,,,,1
538584.6059,213210.7239,1761,redacted,0.26,Food Establishment,Restaurant,,,SAINT JOHNSBURY,CALEDONIA,,,,,1
538592.5697,213210.7711,1762,redacted,0.2625,Food Establishment,Restaurant,,,ST JOHNSBURY,CALEDONIA,,,,,1
539187.9846,213525.4606,1763,redacted,0.72,Food Establishment,Bakery,,,ST JOHNSBURY,CALEDONIA,,,,,1
539187.9846,213525.4606,1764,redacted,0.72,Food Establishment,Grocery,,,ST JOHNSBURY,CALEDONIA,,,,,1
538592.4381,213232.9944,1765,redacted,0.126,Food Establishment,Restaurant,,,ST JOHNSBURY,CALEDONIA,,,,,1
538592.4381,213232.9944,1766,redacted,0.26,Food Establishment,Restaurant,,,ST JOHNSBURY,CALEDONIA,,,,,1
538465.9644,214421.2363,1767,redacted,0.13,Food Establishment,Bakery,,,ST JOHNSBURY,CALEDONIA,,,,,1
538118.2866,213963.5994,1768,redacted,0.13,Food Establishment,Bakery,,,ST JOHNSBURY,CALEDONIA,,,,,1
538600.073,213288.5998,1769,redacted,0.13,Food Establishment,Bakery,,,ST JOHNSBURY,CALEDONIA,,,,,1
538600.073,213288.5998,1770,redacted,0.05,Food Establishment,Caterer,,,ST JOHNSBURY,CALEDONIA,,,,,1
538120.3011,213619.1378,1771,redacted,0.05,Food Establishment,Caterer,,,ST JOHNSBURY,CALEDONIA,,,,,1
538440.7333,213298.7703,1772,redacted,0.2205,Nursing/Assisted Living,Residential Facility,,,ST JOHNSBURY,CALEDONIA,,,,,1
542781.2522,214492.5849,1773,redacted,0.26,Food Establishment,Restaurant,,,ST JOHNSBURY,CALEDONIA,,,,,1
538543.9328,213354.9399,1774,redacted,0.26,Food Establishment,Bakery,,,ST JOHNSBURY,CALEDONIA,,,,,1
538623.4374,213377.6345,1775,redacted,0.055,Food Establishment,Caterer,,,ST JOHNSBURY,CALEDONIA,,,,,1
538630.4791,213533.2449,1776,redacted,0.8925,Food Establishment,Restaurant,,,ST JOHNSBURY,CALEDONIA,,,,,1
538567.1006,213477.3094,1777,redacted,0.126,Food Establishment,Bakery,,,ST JOHNSBURY,CALEDONIA,,,,,1
539482.6986,213516.1269,1778,redacted,0.2625,Food Establishment,Restaurant,,,ST JOHNSBURY,CALEDONIA,,,,,1
539546.3387,213527.6247,1779,redacted,0.18,Food Establishment,Grocery,,,ST JOHNSBURY,CALEDONIA,,,,,1
535227.9358,208013.5624,1780,redacted,0.18,Food Establishment,Grocery,"Beer, wine, liquor store",,ST JOHNSBURY,CALEDONIA,,,,,1
538645.8131,213633.3443,1781,redacted,0.13,Food Establishment,Bakery,,,ST JOHNSBURY,CALEDONIA,,,,,1
538653.1833,213733.3964,1782,redacted,0.72,Food Establishment,Grocery,,,ST JOHNSBURY,CALEDONIA,,,,,1
537793.999,213583.9017,1783,redacted,,Food Manufacturer,Food Processor,,,ST JOHNSBURY,CALEDONIA,,,,,1
538304.8282,213386.8667,1784,redacted,0.042,Nursing/Assisted Living,Residential Facility,,,ST JOHNSBURY,CALEDONIA,,,,,1
539760.8767,213606.7143,1785,redacted,0.18,Food Establishment,Grocery,,,ST JOHNSBURY,CALEDONIA,,,,,1
538471.6518,216154.7538,1786,redacted,0.72,Food Establishment,Grocery,,,ST JOHNSBURY,CALEDONIA,,,,,1
538574.2789,216299.818,1787,redacted,0.18,Food Establishment,Grocery,,,ST JOHNSBURY,CALEDONIA,,,,,1
538409.2058,213243.0243,1788,redacted,0.26,Food Establishment,Restaurant,,,ST JOHNSBURY,CALEDONIA,,,,,1
538401.373,213220.7541,1789,redacted,0.05,Food Establishment,Private Club,,,ST JOHNSBURY,CALEDONIA,,,,,1
